ID,Title,Permalink,spot_editor,spot_table_spot_table1,spot_table_spot_table2,spot_table_spot_table3,spot_table_spot_table4,spot_table_spot_table5,spot_table_spot_table6,spot_table_spot_table7,spot_table_spot_table8,カテゴリー
1250,平石の棚田,https://yufuin.gr.jp/spot/spot-1250/,"「ホタル舞う棚田と水と美味しい米・ひらいし」

庄内町平石地区に広がる美しい棚田。
「平石の棚田」は美しい山々に囲まれ、清らかな湧水、自然に恵まれ、里山の原風景にほっと安らぐ癒しの土地です。
毎年６月頃にホタルの観賞会が開催されています。

ドライブがてら、季節により移り変わる美しい棚田の風景をお楽しみください。",大分県由布市庄内町平石,,,,,なし,なし,,観る>自然・歴史
1251,白水荘（炭酸水汲み場）,https://yufuin.gr.jp/spot/spot-1251/,,大分県由布市庄内町阿蘇野2261,097-585-1168,,,,,,,買う>食べ物
1252,天然炭酸水よいやな湧水,https://yufuin.gr.jp/spot/spot-1252/,"くじゅう連山の最東端・黒岳の地下深くより湧き出る天然炭酸水。

黒岳に降った雪や雨がゆっくりと溶岩岩盤にしみこみ何十・何百年の長い時を経て、火山性ガスと共に大量かつ絶えることなく生成され現代に蘇ります。
数少ない飲用可能な国産天然炭酸水を求めて、連日県内外より多くのお客様にお越しいただいております。
ぜひご利用ください。",大分県由布市庄内町阿蘇野2099,097-585-1510,https://yoiyana.net/yoiyana/%e6%b9%a7%e6%b0%b4%e5%a0%b4-info/,,8：30～17：00,"水曜
※祝日・大型連休は営業",あり,,買う>食べ物
1253,白水鉱泉,https://yufuin.gr.jp/spot/spot-1253/,"白水鉱泉水は、九州の秘境といわれる阿蘇くじゅう国立公園、特別地域黒岳の肥沃な原生林に絶えることなく、湧き続ける天然の炭酸水です。
無色透明、無臭で、人間の命に大切なミネラル、含有成分が多量に含まれております。昔から人々に健康の水として親しまれ、喜ばれております。

敷地内にある白水湿生花園には、数百年前を偲ばせる多くの古木、多種多様な水ゴケ、草花等々があり四季折々の趣きを感じさせています。",大分県由布市庄内町阿蘇野2278番地,"097-597-3267
※現地の電話ではありません。",https://shiramizu-kousen.com/,,8：00～17：00,"なし
※年末年始休業",あり,,買う>食べ物
1254,霧島神社,https://yufuin.gr.jp/spot/spot-1254/,"鳥居をくぐり木々に覆われた参道をすすみ、自然あふれるコモレビの中をのんびりと散策。
社殿のすぐ横には湧水が勢いよく流れ出ています。
飲み口が柔らかく美味しいと評判の名水が湧くことでも知られており、週末になると水を汲みに多くの人が訪れます。

毎年１２月に行われる市指定無形文化財の「甘酒祭り」は、およそ400年続くという歴史を持ち、五穀豊穣を感謝し無病息災を祈る大切な行事です。

※水を汲んで持ち帰る際にはお賽銭を忘れずに。",大分県由布市湯布院町塚原,,,,,なし,あり,,観る>自然・歴史
1255,塚原高原モルック体験,https://yufuin.gr.jp/spot/spot-1255/,"フィンランド生まれのゲーム「モルック」は簡単なルールで老若男女問わず気軽に楽しめるスポーツです。

塚原高原ではモルックを楽しんでいただけるように「塚原高原観光案内所」や「みるく村」にて貸出を行っております。
塚原に遊びに来たら美しい高原広がるこの場所でモルックを体感していかれませんか？

1日レンタルをご利用いただけば宿泊先のお庭で遊ぶこともできます。(1泊2日2,000円)
",大分県由布市湯布院町塚原4－31,0977－85－2254,,https://www.instagram.com/tsukahara_plateau/,"塚原高原観光案内所　10：00～17：00(最終受付15：00)
みるく村　11:30～17:00(最終受付15：00)","塚原高原観光案内所　火・水曜日
みるく村　水曜日※冬期（1・2月）は、火・水曜日　(祝日の場合は変更があります)",あり,"2時間：500円
1日：1,000円",遊ぶ・楽しむ>体験・見学
1256,鬼ヶ島文庫,https://yufuin.gr.jp/spot/spot-1256/,"森の中にある小さなログハウス造りの私設図書館です。
絵本と紙芝居を主体にたくさんの蔵書があります。
施設の利用と貸出は自由

なかなか見ることのできない海外の絵本や、昔の絵本もあり、絵本の宝庫です。
旅の途中にふらっと立ち寄り、絵本や紙芝居を読んだりして過ごすことができます。",大分県由布市湯布院町塚原105-1,090-2855-5634,,,9：00～16：00,なし,あり,,遊ぶ・楽しむ>その他（遊ぶ・楽しむ）
1257,伽藍岳,https://yufuin.gr.jp/spot/spot-1257/,"由布市と別府市の境界近くにあるトロイデ型の活火山。
標高は1,045mで、別名を硫黄山とも呼ばれています。

塚原温泉を抜け、ブクブクと音をたてる噴火口と噴煙を見ながら登っていきます。
源為朝が一刀で割ったとされる一刀塚の巨岩が見れます。
山頂は草原で360度の展望が開け、塚原高原がよく見わたせます。
往復2.5時間位で登れますのでちょっとした散策におすすめです。

伽藍岳西側の山腹に位置する「塚原温泉火口乃泉」では火口見学を楽しめます。
受付から約5分歩くともくもくと噴気が立ちのぼる地獄を近くで見ることができます。
見学できる火口は標高約800メートルの中腹にあります。
大地の鼓動を感じることができる地獄はエネルギー溢れるパワースポットです。
火口前の広場からは、彼方にひろがる雄大な塚原高原や由布岳を望めます。",大分県由布市湯布院町塚原,火口見学　0977-85-4101(塚原温泉火口乃泉),,,火口見学　9：00～17：00（1・2月／10：00～17：00）,年末年始・悪天候時,あり,"火口見学
大人：200円（中学生以上）
小学生：100円
※見学料は火口乃泉の受付にてお支払い下さい。",観る>自然・歴史
1258,小平の吊橋,https://yufuin.gr.jp/spot/spot-1258/,"由布川峡谷に架かる「小平の吊り橋」は、由布川峡谷自然公園内にある長さ４５ｍの吊り橋です。
由布市挾間町を拠点とするザ・キャビンカンパニーと、子どもたちが描いた大きな顔出しパネルが入口で迎えてくれます。

由布川峡谷は長い年月をかけて生まれたなめらかな岩肌に、長さ約12km、深さ15～60mの大峡谷です。
よそ60万年前に、由布市庄内町の雨乞岳付近から噴出した由布川軽石層という火山性の堆積層を、長い年月をかけて由布川が侵食してできたものです。

入口から少し下ったその先に現れる吊り橋から眺める峡谷もまた美しく、高さはスリル満点です。", 大分県由布市挾間町朴木199-1,097-583-2552（はさま由布川峡谷観光協会）,,,,なし,あり,,観る>自然・歴史
1259,由布川峡谷パックラフトツアー,https://yufuin.gr.jp/spot/spot-1259/,"由布川の上流にある長さ約12キロ、深さ15～60メートルの大峡谷「由布川峡谷」。
由布川峡谷で体験できるアクティビティの一つ「パックラフト」は日本ではまだ珍しいアラスカ発祥の軽量ボートです。
パックラフトは、非常に軽量で３キロ程度。女性や小柄な方でも容易に抱えて移動できます。

手つかずの自然が織りなす神秘的な景色を楽しめるツアーです。
探検の始まりは、峡谷へ下りる約５０ｍの急な坂道。
水辺ではボートに乗り、ボートを担いで岩場を歩いたり、巨岩を越えたり、
ゆったりボートに揺られる行程だけではありません。
かなりの体力が必要なコースです。

しかしその先には、絹のようにしなやかな岩肌を糸のように流れる滝、自然が創り出した造形的な岩壁。
ジブリの世界のような切り立った岩や苔むした緑の中で、静寂と光に癒される特別な体験をお楽しみください。
まだ見ぬ神秘の光景をめざし峡谷の奥へ。

■料金に含まれるもの
体験料、朴木ベース使用料、用具レンタル料（（パックラフト、パドル、ライフジャケット、ウェットパンツ、ヘルメット、ウォーターシューズ、グローブ）、傷害保険料、おやつ代、ドリンク代（1本）、はさま温泉郷無料券、駐車場代、写真代（メール・Airdrop等でお送りします）

■参加条件
・年齢　15歳以上65歳以下の方 ※未成年の方（15歳から19歳）は、要保護者同伴。
・体重　100Kg以下の方　※安全のためご了承ください。
・当日「参加承諾書」にご署名いただける方
・体調の悪い方・妊娠中の方・飲酒している方は、ご参加頂けません。
・体力の目安　日頃から運動をしておりビルの15階を階段で昇り降りできる方
・当日、発熱のある方はご参加頂けません。
・インストラクター、スタッフの指示に従っていただけない場合や、インストラクター、スタッフが危険だと判断した場合の参加費の返却はありません。
・日本語ガイドコースです。安全のため、日本語が理解できる方。

※ご予約お申込みは、専用ホームページよりお申し込みください。",大分県由布市挾間町朴木729（旧朴木小学校）,,https://www.yufuism.jp/packraft-yufu/,https://www.instagram.com/yufuguri/,"集合時間：10：00　(10分程前までにお越しください)
所要時間：5~6時間",11月～3月,あり,"22,000円／人",遊ぶ・楽しむ>体験・見学
